commodity,year,num_ships,num_cargo_items,top_origin,top_destination
tens,1877,1,1,Klaipeda,TIMBER
tens,1885,1,1,Soderhamn,Tyne
tens,1887,2,2,Kragero,London
tens,1889,1,1,Klaipeda,Dundee
thames,1889,1,1,ON,BUILDING NEWS
thick,1885,1,1,Baltimore,Liverpool
thornybeam,1881,1,1,Istanbul,Liverpool
tiansand,1875,1,1,Riga,
tiling laths,1885,1,1,Gothenburg,
tim,1880,1,1,Pensacola,Liverpool
tim,1881,2,2,Fernandina,Liverpool
tim,1883,1,1,Quebec,London
timbe,1889,1,1,Arendal,Tyne
timber,1874,158,174,Quebec,Liverpool
timber,1875,246,308,Klaipeda,Bristol
timber,1876,2,3,Quebec,
timber,1877,293,335,Quebec,Dundee
timber,1878,6,6,Maccaw,Bristol
timber,1879,142,142,Danzig,London
timber,1880,3,3,Rangoon,Liverpool
timber,1881,307,312,Danzig,Liverpool
timber,1882,3,3,Danzig,London
timber,1883,278,284,Klaipeda,Liverpool
timber,1884,8,8,Klaipeda,London
timber,1885,131,132,Riga,London
timber,1886,2,2,Campbeltown,London
timber,1887,123,123,Stettin,London
timber,1888,3,3,Christiania,Grimsby
timber,1889,146,148,Riga,Grimsby
timber,1890,5,5,Danzig,Boston
timber,1891,92,92,Riga,London
timber,1892,7,7,Christiania,Grimsby
timber,1893,87,88,Danzig,London
timber,1895,25,25,Danzig,London
timber,1896,3,3,Danzig,Hull (Queen's Dock)
timber,1897,18,18,Danzig,London
timber,1898,3,3,Konigsberg,Grimsby
timber,1899,12,12,Pensacola,London
timber a,1877,1,1,Helsingfors,Dundee
timber and,1875,1,1,Sundswall,Bristol
timber and,1877,2,2,Kronstadt,Dundee
timber and balks,1893,1,1,Lulea,Grimsby
timber and deals,1881,1,1,Klaipeda,Lynn
timber and deals,1883,1,1,Klaipeda,Lynn
timber and deals,1891,1,1,Pensacola,London
timber and deals,1899,1,1,Mobile,Grimsby
timber and ends,1883,1,1,Danzig,Wick
timber and ends,1885,1,1,Danzig,Liverpool
timber and ends,1891,1,1,Klaipeda,Dundee
timber and ends,1893,1,1,Ventspils,Dundee
timber and ends,1895,1,1,Ventspils,Dundee
timber and oak planks,1889,1,1,Stettin,Dundee
timber and props,1877,1,1,Christiansand,Dundee
timber and props,1881,1,1,Drobak,Berwick
timber and props,1885,1,1,Christiansand,Liverpool
timber and props,1887,1,1,Hudikswall,Grimsby
timber and sleepers,1881,2,2,Riga,Lynn
timber and timber ends,1885,2,2,Klaipeda,Poole
timber beam fillings,1875,1,1,Savannah,Liverpool
timber churchill,1883,1,1,Danzig,London
timber ends,1877,1,1,Danzig,
timber ends,1885,1,1,Gothenburg,Grimsby
timber ends,1887,1,1,Quebec,London
timber ends,1891,1,1,Pensacola,London (Tilbury Docks)
timber ends,1897,1,1,Danzig,Grimsby
timber hewn,1877,1,1,Laurvig,
timber hewn,1881,1,1,Quebec,Fleetwood
timber n,1885,1,1,Quebec,Wexford
timber on deck,1875,1,1,Minatitlan,Liverpool
timber unrated,1889,2,2,Dalhousie,Grimsby
timber unrated,1895,1,1,Quebec,Tyne
timbers,1874,1,1,Quebec,Liverpool
tmbr,1877,1,1,Quebec,
tns,1893,1,1,New York,Grimsby
ton,1881,1,1,Jamaica,Grimsby
ton,1897,7,7,New York,WELLINGTON DOCK
top boards,1899,1,1,"Halifax, N.S. and St. John, N.B.",Liverpool
tops and bottoms,1877,1,1,Quebec,Dundee
tram,1891,1,1,Gothenburg,Liverpool
tree,1883,1,1,Baltimore,Liverpool
tree,1885,1,1,Norfolk,Liverpool
tree,1890,1,1,Norfolk,Liverpool
tree bark,1881,1,1,Vlaardingen,Tyne
treenails,1874,9,9,St,Liverpool
treenails,1875,18,18,Melbourne,London
treenails,1877,1,1,Danzig,Bristol
treenails,1878,1,1,Norfolk,
treenails,1881,8,8,Norfolk,Liverpool
treenails,1883,11,11,Charleston,Liverpool
treenails,1885,5,5,Charleston,Liverpool
treenails,1887,1,1,Uddevalla,London
trees,1875,1,1,Nyvik,
trees,1883,1,1,Arendal,Newport
treilis,1887,1,1,Uddevalla,London
trellis,1883,4,4,Uddevalla,London
trellis,1885,3,3,Uddevalla,London
trellis,1887,1,2,Stockholm,London
trellis,1889,10,10,Uddevalla,London
trellis,1891,9,9,Uddevalla,London
trellis,1893,7,7,Gothenburg,London
trellis,1895,3,3,Gothenburg,Liverpool
trellis,1897,1,1,Gothenburg,London
trellis,1899,1,1,Stockholm,London
trellis fences,1889,1,1,Bjorneborg,Grimsby
trelliwork,1885,1,1,Gothenburg,Deptford
trellls,1895,1,1,Stockholm,London
trenails,1875,1,1,Sydney,London
treonails,1883,1,1,Baltimore,Liverpool
trollis,1889,1,1,Uddevalla,London
ttens,1897,1,1,Riga,Hull (Queen's Dock)
tub,1891,1,1,Paspebiac,Bristol
turned wood,1875,3,3,Colombo,London
turned wood,1885,6,6,Gothenburg,London
turned wood,1886,1,1,Gothenburg,London
turned wood,1887,8,8,Gothenburg,London
turned wood,1889,7,7,Gothenburg,Dundee
turned wood,1891,1,1,Gothenburg,Grimsby
turned wood,1893,3,3,Gothenburg,London
turned wood,1899,1,1,Gothenburg,Grimsby
turnel wood,1887,1,1,Christiania and Gothenburg,Dundee
turners,1891,2,2,Hamburg,London (Tilbury Docks)
turnery,1892,1,1,GÃ¤vle,Liverpool
turnery go,1899,1,1,Uddevalla,Grimsby
tyne and battens,1885,1,1,Trondheim,London
unplaned,1885,1,1,Laurvig,Londonderry
unplaned battens,1899,1,1,Christiania,BRIDPORT
unrated,1883,1,1,Miramichi,Grimsby
unrated chocks,1895,1,1,Danzig,Newport
unrated hewn,1883,1,1,Quebec,Lynn
unrated hewn fir,1887,1,1,Quebec,Grimsby
unrated hewn timber,1891,1,1,Quebec,Bristol
unrated sawn,1885,1,1,Örnsköldsvik,London
unrated sawn,1889,1,1,Campbellton,London (Silvertown)
unrated sawn wood,1889,1,1,Hamburg,Grimsby
unrated w,1889,1,1,Halifax,London (Silvertown)
valdemar,1877,1,1,Holmestrand,TIMBER
valund,1899,1,1,Christiania,
vat,1889,1,1,New York,Liverpool
veneer,1883,3,3,Dieppe,Milford
veneer,1887,1,1,New York,Liverpool
veneer,1891,1,1,New York,Tyne
veneers,1874,1,1,New York,Liverpool
veneers,1875,1,1,Drammen,London
veneers,1880,1,1,Dieppe,Lynn
veneers,1881,2,2,Dieppe,Lynn
veneers,1883,22,22,Dieppe,Lynn
veneers,1884,3,3,Dieppe,Lynn
veneers,1887,3,3,Dieppe,Grimsby
veneers,1888,1,1,Dieppe,London
veneers,1889,1,1,Dieppe,
veneers,1891,9,9,Dieppe,London (Tilbury Docks)
veneers,1892,1,1,Dieppe,London (Tilbury Docks)
veneers,1895,1,1,Baltimore,TILLOTSON'S DOCK
veneers,1897,4,4,Dieppe,London (Tilbury Docks)
veneers,1899,1,1,Dieppe,London
ventilators,1874,12,13,Rangoon,Liverpool
ventilators,1875,1,1,Rangoon,
ventilators,1877,14,15,Rangoon,Dundee
ventilators,1883,1,1,Rangoon,Liverpool
ventilators,1891,1,1,Rangoon,London
violet wood,1881,1,1,Hamburg,London
violetwood,1881,1,1,Spain,Liverpool
volunteer,1877,1,1,Riga,Dundee
wainscoat oak,1877,1,1,Quebec,Dundee
wainscot,1874,10,10,Riga,London
wainscot,1875,9,13,Drammen,Liverpool
wainscot,1877,19,20,Klaipeda,Dundee
wainscot,1878,2,2,Riga,
wainscot,1881,18,18,Hamburg,London
wainscot,1883,23,27,Klaipeda,London
wainscot,1884,2,2,Odessa,London
wainscot,1885,15,19,Trieste,London
wainscot,1887,14,14,Rijeka,Liverpool
wainscot,1889,9,9,Rijeka,Liverpool
wainscot,1893,3,3,Konigsberg,London
wainscot,1897,1,1,Rijeka,London
wainscot,1898,1,1,Liepāja,London (Tilbury Docks)
wainscot logs,1874,3,3,Klaipeda,Liverpool
wainscot logs,1875,3,3,Klaipeda,Liverpool
wainscot logs,1881,1,1,Riga,London
wainscot logs,1898,1,1,Liepāja,Inverness
wainscot logs and,1899,1,1,Liepāja,Greenock
wainscot oak,1877,1,1,Quebec,Greenock
wainscot oak,1881,1,1,Riga,Newport
wainscot oak,1893,2,2,Quebec,Greenock
wainscote,1886,1,1,Odessa,London
wainscotings,1874,1,1,Klaipeda,London
wal,1885,1,1,New York,Dundee
walnut,1874,3,3,Quebec,London
walnut,1875,14,14,Quebec,London
walnut,1877,6,6,Quebec,Dundee
walnut,1879,1,1,N. York,Dundee
walnut,1881,48,50,New York,Liverpool
walnut,1883,91,93,New York,Liverpool
walnut,1884,7,9,New York,London
walnut,1885,2,2,Quebec,Greenock
walnut,1887,11,11,Baltimore,Dundee
walnut,1888,1,2,New York,London
walnut,1889,13,14,Baltimore,Dundee
walnut,1891,48,54,Baltimore,Liverpool
walnut,1892,7,7,Genoa,London (Tilbury Docks)
walnut,1893,28,31,Baltimore,Liverpool
walnut,1895,7,7,Boston,London
walnut,1896,2,2,Baltimore,Liverpool
walnut,1897,7,7,Boston,Liverpool
walnut,1898,4,4,New York,Grimsby
walnut,1899,10,10,Baltimore,London (Tilbury Docks)
walnut and,1897,1,1,Boston,Newport
walnut and ash lumber,1893,1,1,Philadelphia,Borrowstounness
walnut and cherry,1891,1,1,Philadelphia,London (Tilbury Docks)
walnut boards,1883,1,1,New York,Liverpool
walnut boards,1893,1,1,Baltimore,Dundee
walnut boards,1895,3,3,Baltimore,Tyne
walnut boards,1899,1,1,Pensacola,& CO
walnut logs,1883,1,1,New York,Bristol
walnut logs,1893,1,1,Baltimore,London (Tilbury Docks)
walnut logs,1895,2,2,Boston,Liverpool
walnut lumber,1881,3,3,New York,Bristol
walnut lumber,1883,8,8,New York,London
walnut lumber,1885,1,1,New York,Dundee
walnut lumber,1891,2,2,Baltimore,London
walnut lumber,1892,2,2,Newport News,London (Tilbury Docks)
walnut lumber,1897,1,1,Baltimore,Tyne
walnut lumber,1899,3,3,New York,Liverpool
walnut mouldings,1893,1,1,Baltimore,Tyne
walnut planks,1881,1,1,Livorno,London
walnut squares,1883,3,3,New York,London
walnut squares,1884,1,1,New York,London
walnut squares,1885,1,1,New York,Dundee
walnut timber,1875,1,1,Miramichi,Greenock
walnut timber,1889,1,1,Quebec,Liverpool
walnut wood,1874,2,2,Quebec,London
walnut wood,1875,1,1,poti,Liverpool
walnut wood,1878,1,1,Istanbul,
walnutwood,1881,2,2,Istanbul,Fowey
walnutwood,1883,1,1,Syra,Liverpool
wancy board,1887,1,1,Quebec,Greenock
wancy white pine,1887,1,1,Quebec,Greenock
wane pine logs,1897,1,1,Montreal,Greenock
waney,1877,3,3,Quebec,Liverpool
waney,1885,1,1,Quebec,Liverpool
waney,1889,6,6,Quebec,Liverpool
waney,1891,2,2,Quebec,Tyne
waney and,1889,2,2,Quebec,Liverpool
waney ash timber,1887,1,1,Quebec,Greenock
waney board,1877,1,1,Quebec,Liverpool
waney board and,1885,1,1,Quebec,Liverpool
waney board pine,1875,7,7,Quebec,Greenock
waney board pine,1883,1,1,Quebec,Greenock
waney board pine,1885,2,2,St. John,Tyne
waney board pine,1887,1,1,Quebec,Liverpool
waney board pine,1889,1,1,Quebec,Liverpool
waney boards,1877,1,1,Quebec,Borrowstounness
waney boardwood,1877,1,1,New York,Greenock
waney elm,1883,1,1,Quebec,Cork
waney logs,1895,1,1,Quebec,London
waney maple timber,1887,1,1,Quebec,Greenock
waney pine,1875,3,3,Quebec,Bristol
waney pine,1877,4,4,Quebec,Greenock
waney pine,1881,9,9,Quebec,Greenock
waney pine,1883,16,16,Quebec,Greenock
waney pine,1885,11,11,Quebec,Grimsby
waney pine,1887,6,6,Quebec,Liverpool
waney pine,1889,14,14,Quebec,Greenock
waney pine,1891,4,4,Quebec,Greenock
waney pine,1893,12,13,Quebec,Liverpool
waney pine,1895,4,5,Quebec,Dundee
waney pine,1899,2,2,Quebec,Greenock
waney pine fir,1889,1,1,Quebec,Poole
waney pine timber,1885,1,1,Quebec,Greenock
waney pine timber,1893,1,1,Quebec,Greenock
waney square white pine,1875,1,1,Quebec,Greenock
waney square white pine,1883,1,1,Quebec,Tyne
waney timber,1889,1,1,Quebec,Greenock
waney timber,1891,1,1,Quebec,Greenock
waney timber,1892,1,1,Quebec,Liverpool
waney timber,1895,1,2,Quebec,Greenock
waney w,1885,1,1,Quebec,Liverpool
waney w,1891,1,1,Quebec,Liverpool
waney walnut,1885,1,1,Quebec,Dundee
waney white and,1885,1,1,Quebec,Liverpool
waney white pine,1875,5,5,Quebec,Greenock
waney white pine,1877,9,9,Quebec,Greenock
waney white pine,1881,3,4,Quebec,Greenock
waney white pine,1883,15,15,Quebec,Greenock
waney white pine,1885,9,10,Quebec,Greenock
waney white pine,1887,2,2,Quebec,Liverpool
waney white pine,1889,5,5,Quebec,Dundee
waney white pine,1891,2,2,Quebec,Greenock
waney white pine,1893,1,1,Quebec,Dundee
waney white wine,1883,1,1,Quebec,Greenock
waney whitewood,1874,1,1,Quebec,Greenock
waney yellow pine,1883,1,1,Quebec,Greenock
waney yellow pine,1885,2,2,Quebec,Greenock
wanoy pine,1887,1,1,Quebec,Liverpool
wany pine,1889,1,1,Quebec,Greenock
wany white pine,1875,1,1,Quebec,Greenock
wash boards,1887,1,1,Australia,Goole
wash boards,1897,1,1,New York,Liverpool
washboards,1881,1,1,Boston,Liverpool
washboards,1885,3,3,New York,London
washboards,1887,2,2,New York,London
washboards,1891,2,2,New York,Bristol
washed overboard,1874,1,1,Drammen,London
weather and,1893,1,1,Skonvik,London
weatherboards,1895,1,1,Sundswall,London
wells,1874,1,1,Kronstadt,Liverpool
west,1889,1,1,Montreal,Bristol
wheel,1881,1,1,Oscarshamn,Grimsby
wheels,1874,1,1,New York,Liverpool
wheels,1885,4,4,New York,London
wheels,1891,1,1,New York,Liverpool
wheels,1897,1,1,New York,Liverpool
wheelwrights,1891,1,1,Baltimore,Liverpool
white,1875,4,4,Quebec,Dundee
white,1877,13,13,Quebec,Dundee
white,1881,2,2,Riga,Tyne
white,1883,8,9,Quebec,Greenock
white,1885,12,14,Quebec,Greenock
white,1887,16,17,Quebec,Liverpool
white,1889,20,25,Quebec,Liverpool
white,1891,6,6,Riga,Liverpool
white,1892,1,3,Riga,Tyne
white,1893,5,5,Montreal,Bristol
white,1895,3,6,Riga,RUNCORN DOCK
white,1897,1,1,Baltimore,London (Tilbury Docks)
white,1899,2,2,Riga,Liverpool
white and,1877,1,1,Old Calabar,
white and,1883,1,1,Quebec,Liverpool
white and,1885,2,2,Quebec,Grimsby
white and,1887,3,3,Quebec,London
white and,1889,3,3,Quebec,London
white and,1893,1,1,Fredrikstad,London
white ash,1889,2,2,Quebec,Poole
white battens,1875,1,1,Christiania,Dundee
white battens,1899,2,2,Riga,Irvine
white birch spool bars,1891,1,1,Portland,Greenock
white deals and ends,1899,1,1,Ornskoldsvik,
white fir boards,1899,1,1,Gothenburg,Lynn
white fir sawn,1893,1,1,Hudikswall,Tyne
white holly boards,1893,1,1,New York,London (Tilbury Docks)
white lumber,1883,1,1,New York,London
white oak,1875,1,1,Quebec,Greenock
white oak,1885,1,1,Philadelphia,Liverpool
white oak,1887,1,1,Quebec,Limerick
white oak pipe staves,1883,1,1,Quebec,Greenock
white oak planks,1898,1,1,Baltimore,Liverpool (Coburg Dock)
white oak squares,1893,1,1,New Orleans,Liverpool
white pine,1874,7,9,Quebec,Greenock
white pine,1875,28,32,Quebec,Greenock
white pine,1877,51,57,Quebec,Dundee
white pine,1881,17,17,Quebec,Tyne
white pine,1883,42,42,Quebec,Greenock
white pine,1885,10,10,Quebec,Liverpool
white pine,1887,16,16,Quebec,Liverpool
white pine,1889,16,16,Quebec,Greenock
white pine,1891,5,5,Quebec,Liverpool
white pine,1893,6,7,Quebec,Tyne
white pine,1895,2,2,Quebec,Liverpool
white pine deal ends,1877,1,1,Quebec,Poole
white pine deals,1877,1,1,Quebec,Poole
white pine deals,1881,1,1,Quebec,Tyne
white pine deals,1889,1,1,Quebec,Tyne
white pine fir,1889,2,2,Quebec,Tyne
white pine hewn,1881,3,3,Quebec,Tyne
white pine timber,1874,2,3,Quebec,Greenock
white pine timber,1875,1,2,Quebec,Bristol
white pine timber,1877,2,1375,Riga,Dundee
white pine timber,1887,4,4,Quebec,Bristol
white pine timber,1889,1,1,Quebec,Tyne
white pine timber,1891,1,1,Quebec,Liverpool
white planed boards,1899,1,1,Drammen,Bristol
white wood,1875,8,8,Quebec,Greenock
white wood,1877,1,2,Quebec,
white wood battens,1897,1,1,Porsgrund,Montrose
whitewood,1874,1,1,Quebec,London
whitewood,1875,5,7,New Orleans,Bristol
whitewood,1877,10,10,Riga,Greenock
whitewood,1881,9,12,Riga,Newport
whitewood,1883,17,19,New York,London
whitewood,1884,4,4,Klaipeda,Dundee
whitewood,1885,12,13,Riga,London
whitewood,1887,14,19,Kronstadt,London
whitewood,1889,28,29,St. Petersburg,London
whitewood,1890,2,2,Boston,Dundee
whitewood,1891,17,25,Riga,Bristol
whitewood,1892,2,3,Klaipeda,Tyne
whitewood,1893,6,8,Kronstadt,Greenock
whitewood,1895,7,7,Boston,Liverpool
whitewood,1896,1,1,New York,Grimsby
whitewood,1897,1,1,Norfolk,Tyne
whitewood,1899,6,6,New York,Lynn
whitewood and ends,1893,1,1,St. Petersburg,Dundee
whitewood battens,1883,1,1,Helsingfors,Tyne
whitewood battens and ends,1899,1,1,Kronstadt,Greenock
whitewood bds,1899,1,1,Montreal,Lynn
whitewood deals and battens,1899,1,1,Kronstadt,Dundee
whitewood deals and ends,1883,1,1,Klaipeda,Tyne
whitewood deals and ends,1889,1,1,Arkhangelsk,Bristol
whitewood haig,1899,1,1,Boston,Liverpool
whitewood logs,1899,1,1,Baltimore,Irvine
whitewood lumber,1895,2,2,Boston,London
whitewood mauerlatten,1881,1,1,Riga,Dundee
whitewood pine,1895,1,1,Quebec,Liverpool
whitewood plank,1883,1,1,New York,Inverness
whitewood props,1889,1,1,St. Petersburg,London (Tilbury Docks)
whitewood sleepers,1884,1,1,Klaipeda,Liverpool
whitewood sleepers,1899,1,1,Stensborg,Lynn
whitewood spars,1889,1,1,Laurvig,Liverpool
whitewood timber,1875,1,1,Nyvik,London
whitewood timber,1877,3,3,Danzig,Dundee
whitewood timber,1889,4,4,Danzig,Liverpool
whitewood timber,1891,1,1,Pensacola,London (Tilbury Docks)
whitewood timber,1899,1,1,Danzig,Tyne
whitewood timber balks and hewn fir,1899,1,1,Danzig,Lynn
whole,1875,9,9,Riga,Bristol
whole,1877,1,1,Ventspils,Borrowstounness
whole,1883,2,2,Hudikswall,Tyne
whtwd,1885,1,1,Quebec,Dundee
wi deals,1883,1,1,Quebec,Greenock
wi pipe,1883,1,1,Quebec,Greenock
wi staves,1881,1,1,Quebec,Dublin
wi staves,1883,4,4,Quebec,Greenock
willow,1881,1,1,Hamburg,London
willow,1893,1,1,Hamburg,Tyne
willow wood,1881,1,1,Rotterdam,London
willow wood,1883,1,1,Rotterdam,London
willow wood,1885,1,1,Rotterdam,Deptford
willows,1887,2,2,Rotterdam,Liverpool
willows,1889,1,1,Rotterdam,Tyne
willows,1891,1,1,Hamburg,Tyne
willows,1893,7,7,Antwerp,Tyne
windows and doors,1895,1,1,Christiania,Tyne
wine,1893,1,1,Norfolk,Liverpool
wiwo,1883,1,1,Rijeka,Greenock
wo hoops,1885,1,1,Rotterdam,Dundee
wood,1874,5,5,Rangoon,Liverpool
wood,1875,12,13,Klaipeda,London
wood,1877,6,6,Joannesund,Dundee
wood,1878,2,2,Riga,
wood,1881,37,37,New York,London
wood,1883,38,38,Boston,London
wood,1884,2,2,Riga,Cork
wood,1885,51,55,Gothenburg,London
wood,1886,2,2,Hamburg,Grimsby
wood,1887,100,100,New York,London
wood,1888,2,2,Christiania,Tyne
wood,1889,86,87,New York,Grimsby
wood,1890,2,2,New York,Boston
wood,1891,109,109,New York,Liverpool
wood,1892,12,12,Vlissingen,London (Tilbury Docks)
wood,1893,32,33,Riga,Tyne
wood,1895,15,15,New York,Grimsby
wood,1897,12,12,New York,Liverpool
wood,1898,1,1,Drammen,London
wood,1899,5,6,New York,London
wood blocks,1883,1,1,Arendal,Tyne
wood blocks,1884,1,1,Arendal,Tyne
wood blocks,1887,1,1,Christiania,London
wood blocks,1891,1,1,Christiania,
wood blocks,1897,1,1,Gothenburg,London
wood blocks,1898,1,1,Spain,QUEBEC DOCK
wood blocks wood,1881,1,1,Marseilles,Liverpool
wood boards,1881,1,1,Christiania,London
wood boards,1885,5,5,Christiania,London
wood boards,1887,8,8,Christiania,London
wood boards,1889,3,3,Christiania,London
wood boards,1891,7,7,Bremen,London
wood boards,1892,1,1,Baltimore,London
wood bobbins,1887,1,1,Ghent,Liverpool
wood bowls,1887,1,1,St. Petersburg,Grimsby
wood boxes,1885,1,1,Christiania,London
wood chocks,1895,1,1,Osbeck,Newport
wood doors,1889,1,1,Rotterdam,Sligo
wood ends,1897,2,2,Drammen,London (Tilbury Docks)
wood fittings and joiners,1885,1,1,New York,Sligo
wood floor,1891,1,1,Hamburg,London (Tilbury Docks)
wood flooring,1891,3,3,Hamburg,London (Tilbury Docks)
wood flooring,1893,1,1,Hamburg,London (Tilbury Docks)
wood for cases,1891,1,1,Bordeaux,London (Tilbury Docks)
wood for cask heads,1891,1,1,GÃ¤vle,Liverpool
wood for gunstocks,1891,1,1,Bordeaux,London (Tilbury Docks)
wood for hoops,1891,1,1,Bordeaux,London (Tilbury Docks)
wood frames,1887,1,1,New York,Liverpool
wood goods,1874,3,4,Stockholm,London
wood goods,1875,1,1,Drammen,London
wood goods,1891,1,1,Odessa,Newport
wood handles,1885,1,1,New York,Liverpool
wood hoop,1883,1,1,Christiansand,Tyne
wood hoops,1875,1,1,Delfshaven,Bristol
wood hoops,1881,38,38,Rotterdam,Tyne
wood hoops,1883,78,78,Rotterdam,Inverness
wood hoops,1884,15,15,Rotterdam,Tyne
wood hoops,1885,80,80,Rotterdam,Inverness
wood hoops,1886,2,2,Rotterdam,Dundee
wood hoops,1887,3,3,Bordeaux,Tyne
wood hoops,1889,13,13,Rotterdam,Tyne
wood hoops,1891,16,16,Dordt,Tyne
wood hoops,1892,2,2,Dordt,Tyne
wood hoops,1895,2,2,Rotterdam,Tyne
wood hoops,1896,1,1,Flanders,Tyne
wood hoops,1897,7,7,Rotterdam,Dundee
wood hoops,1898,3,3,Rotterdam,Goole
wood hoops,1899,1,1,Rotterdam,London
wood in shape,1885,1,1,New York,Dundee
wood labels,1892,1,1,Nykjobing,Tyne
wood matches,1875,1,1,Drammen,London
wood moulding,1891,1,1,New York,Grimsby
wood mouldings,1881,1,1,New York,Truro
wood mouldings,1883,2,2,New York,Liverpool
wood mouldings,1885,2,2,New York,Grimsby
wood mouldings,1887,6,6,New York,Liverpool
wood mouldings,1889,3,3,New York,Liverpool
wood mouldings,1890,1,1,New York,Liverpool
wood mouldings,1891,6,6,New York,Liverpool
wood mouldings,1892,1,1,New York,Liverpool
wood patterns,1883,1,1,Antwerp,Tyne
wood patterns,1889,1,1,Christiania,Tyne
wood patterns,1893,2,2,Antwerp,Tyne
wood planks,1883,1,1,St. John,Liverpool
wood planks,1891,1,1,Hamburg,London
wood pulleys,1891,1,1,Boston,Liverpool
wood pulp,1874,22,29,Christiania,Liverpool
wood pulp,1875,10,11,Christiania,Liverpool
wood pulp,1880,2,2,Xnia,Fowey
wood pulp,1881,8,8,Arendal,Tyne
wood pulp,1883,15,15,Arendal,Tyne
wood pulp,1884,3,4,Arendal,Tyne
wood pulp,1885,4,4,Gothenburg,Dundee
wood pulp,1887,1,1,Malmo,Tyne
wood pulp,1891,2,2,Gothenburg,Liverpool
wood pulp,1892,3,3,Copenhagen,Tyne
wood pulp,1893,3,4,Rotterdam,Tyne
wood pulp,1895,1,1,Gothenburg,Tyne
wood pulp,1897,1,1,Gothenburg,Tyne
wood sample,1895,1,1,Laurvig,Tyne
wood sawn,1881,7,7,New York,Newport
